Name,KBOB Category,Type,Matching Scenario,Data Structure,Model,Design Stage,Language,Entries Count,filename,precision,recall,f1_score,f0.5_score
Basic-Wall-Isolamin-100-2350191_L2,Wärmedämmstoffe,IfcWallStandardCase,Ambiguous,Target Layer,LTU,Technical Design,English,6,Basic-Wall-Isolamin-100-2350191_L2.json,1.0,0.3333333333333333,0.5,0.7142857142857143
Floor-BBA_BE-DÄ_100-BG1-7326415_L2,Wärmedämmstoffe,IfcCovering,Ambiguous,Target Layer,zwhatt32,Developed Design,German,5,Floor-BBA_BE-DÄ_100-BG1-7326415_L2.json,0.8333333333333334,1.0,0.9090909090909092,0.8620689655172413
Rechteckiger-Pfosten-VF_PFT-T_L_60-x-200-8880687,Metallbaustoffe,IfcMember,Precise,Element,zwhatt32,Developed Design,German,2,Rechteckiger-Pfosten-VF_PFT-T_L_60-x-200-8880687.json,1.0,1.0,1.0,1.0
Floor-Finish-Floor---Wood-169093_L2,Wärmedämmstoffe,IfcSlab,Ambiguous,Target Layer,Duplex,Developed Design,English,8,Floor-Finish-Floor---Wood-169093_L2.json,1.0,0.75,0.8571428571428571,0.9375
Basic-Roof-Live-Roof-over-Wood-Joist-Flat-Roof-184483,Holz und Holzwerkstoffe,IfcSlab,True Negative,Element,Duplex,Developed Design,English,0,Basic-Roof-Live-Roof-over-Wood-Joist-Flat-Roof-184483.json,1.0,1.0,1.0,1.0
Floor-DCH_BLECH_53-13862065_L2,"Dichtungsbahnen, Schutzfolien",IfcSlab,Ambiguous,Target Layer,zwhatt41,Technical Design,German,4,Floor-DCH_BLECH_53-13862065_L2.json,1.0,1.0,1.0,1.0
Basic-Wall-WAN_ASW_MW_100-8756190,Mauersteine,IfcWall,Ambiguous,Element,zwhatt32,Developed Design,German,6,Basic-Wall-WAN_ASW_MW_100-8756190.json,1.0,0.3333333333333333,0.5,0.7142857142857143
System-Panel-PAN_DÄM_ALU_50-11227867,"Fenster, Sonnenschutz, Fassadenplatten",IfcPlate,Precise,Element,zwhatt51,Technical Design,German,1,System-Panel-PAN_DÄM_ALU_50-11227867.json,1.0,1.0,1.0,1.0
Floor-GDE_BAL_MET_30-7151537,Metallbaustoffe,IfcSlab,Precise,Element,zwhatt32,Developed Design,German,1,Floor-GDE_BAL_MET_30-7151537.json,0.0,0.0,0.0,0.0
Beam-Planed-Timber-45x95-1091811,Holz und Holzwerkstoffe,IfcMember,Ambiguous,Element,LTU,Technical Design,English,5,Beam-Planed-Timber-45x95-1091811.json,1.0,1.0,1.0,1.0
Vierkantstahl-Stütze-140-x-80-12651870,Metallbaustoffe,IfcColumn,Precise,Element,zwhatt41,Technical Design,German,1,Vierkantstahl-Stütze-140-x-80-12651870.json,1.0,1.0,1.0,1.0
Basic-Wall-WAT_ASW_STB_250-2826560,Beton,IfcWall,Ambiguous,Element,zwhatt51,Technical Design,German,10,Basic-Wall-WAT_ASW_STB_250-2826560.json,1.0,1.0,1.0,1.0
Wall-Foundation-Concrete---Cast-in-Place---1200x300-1282521,Beton,IfcFooting,Ambiguous,Element,LTU,Technical Design,English,3,Wall-Foundation-Concrete---Cast-in-Place---1200x300-1282521.json,0.0,0.0,0.0,0.0
Basic-Wall-DÄ_FUN_VER_100-12568941,Wärmedämmstoffe,IfcWallStandardCase,Ambiguous,Element,zwhatt51,Technical Design,German,8,Basic-Wall-DÄ_FUN_VER_100-12568941.json,0.0,0.0,0.0,0.0
Screwed-Pin-M24-1238114,Metallbaustoffe,IfcBuildingElementProxy,True Negative,Element,LTU,Technical Design,English,0,Screwed-Pin-M24-1238114.json,0.0,0.0,0.0,0.0
Holz-Träger---rechteckig-Holz-60-x-160-22007091,Holz und Holzwerkstoffe,IfcBeam,Ambiguous,Element,zwhatt_xrite,Concept Design,German,7,Holz-Träger---rechteckig-Holz-60-x-160-22007091.json,1.0,0.7142857142857143,0.8333333333333334,0.925925925925926
Rechteckiger-Pfosten-140-x-60---Holz-21414725,Holz und Holzwerkstoffe,IfcMember,Ambiguous,Element,zwhatt_xrite,Concept Design,German,5,Rechteckiger-Pfosten-140-x-60---Holz-21414725.json,0.375,0.6,0.4615384615384615,0.4054054054054054
BSH-Stütze---rechteckig-KVH-60-x-60-5755285,Holz und Holzwerkstoffe,IfcColumn,Precise,Element,HiLo,Technical Design,German,2,BSH-Stütze---rechteckig-KVH-60-x-60-5755285.json,1.0,1.0,1.0,1.0
Holz-Träger---rechteckig-Alu-Eurotec-40-x-60-7547868,Metallbaustoffe,IfcBeam,Precise,Element,HiLo,Technical Design,German,2,Holz-Träger---rechteckig-Alu-Eurotec-40-x-60-7547868.json,1.0,1.0,1.0,1.0
Floor-Funicular-Floor-687636_L1,Mörtel und Putze,IfcSlab,Ambiguous,Target Layer,HiLo,Technical Design,German,3,Floor-Funicular-Floor-687636_L1.json,1.0,1.0,1.0,1.0
Window-Opening-Circle-120-2373865,"Fenster, Sonnenschutz, Fassadenplatten",IfcWindow,Ambiguous,Element,LTU,Technical Design,English,11,Window-Opening-Circle-120-2373865.json,1.0,1.0,1.0,1.0
Holz-Träger---rechteckig-Holz-60-x-200-6746028,Holz und Holzwerkstoffe,IfcBeam,Ambiguous,Element,HiLo,Technical Design,German,3,Holz-Träger---rechteckig-Holz-60-x-200-6746028.json,0.6,1.0,0.75,0.6521739130434783
1OG-I-1-2,Mörtel und Putze,IfcWallStandardCase,Precise,Element,KIT_SmileyWest,Concept Design,German,2,1OG-I-1-2.json,1.0,1.0,1.0,1.0
STB-Stütze---rechteckig-STB-500-x-500-2623790,Beton,IfcColumn,Precise,Element,zwhatt31,Concept Design,German,2,STB-Stütze---rechteckig-STB-500-x-500-2623790.json,1.0,1.0,1.0,1.0
Basic-Wall-WAN_TWÄ_MW-VS_300---EI60-11586674_L4,Mauersteine,IfcWall,Ambiguous,Target Layer,zwhatt41,Technical Design,German,3,Basic-Wall-WAN_TWÄ_MW-VS_300---EI60-11586674_L4.json,1.0,1.0,1.0,1.0
Basic-Wall-WAN_ASW_LB_100-gel-5059296,Bodenbeläge,IfcWallStandardCase,True Negative,Element,zwhatt32,Developed Design,German,0,Basic-Wall-WAN_ASW_LB_100-gel-5059296.json,1.0,1.0,1.0,1.0
HEB-Träger-TRA_HEB_STA_180-10123612,Metallbaustoffe,IfcBeam,Precise,Element,zwhatt32,Developed Design,German,1,HEB-Träger-TRA_HEB_STA_180-10123612.json,1.0,1.0,1.0,1.0
Systemelement-Glas-100---Versatz-25-5102516,"Fenster, Sonnenschutz, Fassadenplatten",IfcPlate,Precise,Element,zwhatt32,Developed Design,German,1,Systemelement-Glas-100---Versatz-25-5102516.json,1.0,1.0,1.0,1.0
FE-Dachkuppel-rund-Ø-1200-13668242,"Fenster, Sonnenschutz, Fassadenplatten",IfcWindow,Ambiguous,Element,zwhatt41,Technical Design,German,4,FE-Dachkuppel-rund-Ø-1200-13668242.json,0.8,1.0,0.8888888888888888,0.8333333333333334
Parkplatz---01-90-PAR_2400-x-5000-10260983,"Anstrichstoffe, Beschichtungen",IfcBuildingElementProxy,Precise,Element,zwhatt41,Technical Design,German,2,Parkplatz---01-90-PAR_2400-x-5000-10260983.json,1.0,0.5,0.6666666666666666,0.8333333333333334
IPE-Träger-Kammerbeton-TRA_IPE-KAB_STA_STB_400-8222212,Beton,IfcBeam,Ambiguous,Element,zwhatt32,Developed Design,German,10,IPE-Träger-Kammerbeton-TRA_IPE-KAB_STA_STB_400-8222212.json,1.0,1.0,1.0,1.0
Fertigteil-TT-Platte---Entrée-TRA_RIP_STB_2700-x-480_Entrée_4-13843837,Beton,IfcBeam,Precise,Element,zwhatt41,Technical Design,German,2,Fertigteil-TT-Platte---Entrée-TRA_RIP_STB_2700-x-480_Entrée_4-13843837.json,1.0,1.0,1.0,1.0
Dachdämmung_V3-Dachdämmung_V3-5659319,Wärmedämmstoffe,IfcBuildingElementProxy,Ambiguous,Element,HiLo,Technical Design,German,6,Dachdämmung_V3-Dachdämmung_V3-5659319.json,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Basic-Wall-Holzwerkstoffplatte-20mm-21680813,Holz und Holzwerkstoffe,IfcWallStandardCase,Ambiguous,Element,zwhatt_xrite,Concept Design,German,6,Basic-Wall-Holzwerkstoffplatte-20mm-21680813.json,1.0,0.8333333333333334,0.9090909090909092,0.9615384615384616
Basic-Wall-Brick--Existing---200-1441293,Mauersteine,IfcWallStandardCase,Precise,Element,LTU,Technical Design,English,1,Basic-Wall-Brick--Existing---200-1441293.json,1.0,1.0,1.0,1.0
1OG-I-1-1,Mauersteine,IfcWallStandardCase,Ambiguous,Element,KIT_SmileyWest,Concept Design,German,3,1OG-I-1-1.json,1.0,1.0,1.0,1.0
Vordach-1,Metallbaustoffe,IfcSlab,Precise,Element,KIT_SmileyWest,Concept Design,German,1,Vordach-1.json,0.0,0.0,0.0,0.0
Floor-GDE_STB_200-6529254,Beton,IfcSlab,Ambiguous,Element,zwhatt32,Developed Design,German,10,Floor-GDE_STB_200-6529254.json,1.0,1.0,1.0,1.0
Fertigteil-TT-Platte---Ausklinkung-beidseitig---ohne-Fase-TRA_RIP_STB_2750-x-480_ohne-gabel-2623718,Beton,IfcBeam,Precise,Element,zwhatt32,Developed Design,German,2,Fertigteil-TT-Platte---Ausklinkung-beidseitig---ohne-Fase-TRA_RIP_STB_2750-x-480_ohne-gabel-2623718.json,1.0,1.0,1.0,1.0
Floor-BBA_HBE_30-BG2-geschliffen-9576469,Beton,IfcCovering,Precise,Element,zwhatt41,Technical Design,German,2,Floor-BBA_HBE_30-BG2-geschliffen-9576469.json,0.0,0.0,0.0,0.0
Basic-Wall-Panel-Holz-beidseitig-gelocht-mit-Dämmung-54mm-22849485,Holz und Holzwerkstoffe,IfcWallStandardCase,True Negative,Element,zwhatt_xrite,Concept Design,German,0,Basic-Wall-Panel-Holz-beidseitig-gelocht-mit-Dämmung-54mm-22849485.json,0.0,0.0,0.0,0.0
Floor-BBA_BE-DÄ_120-Schmutzstreifen-12439757_L3,Wärmedämmstoffe,IfcCovering,Ambiguous,Target Layer,zwhatt41,Technical Design,German,5,Floor-BBA_BE-DÄ_120-Schmutzstreifen-12439757_L3.json,0.1666666666666666,0.2,0.1818181818181818,0.1724137931034483
TO---Falttor---1-x-3-Flügel-TOA_FLT_MET_4125-x-4200-8756847,Türen,IfcDoor,Ambiguous,Element,zwhatt32,Developed Design,German,3,TO---Falttor---1-x-3-Flügel-TOA_FLT_MET_4125-x-4200-8756847.json,0.6,1.0,0.75,0.6521739130434783
Beam-Gluelam-90x225-1335823,Holz und Holzwerkstoffe,IfcBeam,Precise,Element,LTU,Technical Design,English,2,Beam-Gluelam-90x225-1335823.json,1.0,1.0,1.0,1.0
Floor-Concrete---Existing---50-160-1699978_L1,Beton,IfcSlab,Precise,Target Layer,LTU,Technical Design,English,2,Floor-Concrete---Existing---50-160-1699978_L1.json,1.0,1.0,1.0,1.0
STB-Stütze---rechteckig-STZ_RTE_STB_450-x-450-2634854,Beton,IfcColumn,Precise,Element,zwhatt32,Developed Design,German,2,STB-Stütze---rechteckig-STZ_RTE_STB_450-x-450-2634854.json,1.0,1.0,1.0,1.0
Basic-Roof-Bef-TRP70-1206363_L2,Wärmedämmstoffe,IfcSlab,Ambiguous,Target Layer,LTU,Technical Design,English,6,Basic-Roof-Bef-TRP70-1206363_L2.json,1.0,0.3333333333333333,0.5,0.7142857142857143
Wall-Foundation-Bearing-Footing---900-x-300-186596,Beton,IfcFooting,Ambiguous,Element,Duplex,Developed Design,English,7,Wall-Foundation-Bearing-Footing---900-x-300-186596.json,0.2727272727272727,0.4285714285714285,0.3333333333333333,0.2941176470588235
Shell_V12-Shell_V12-5294566,Beton,IfcBuildingElementProxy,Precise,Element,HiLo,Technical Design,German,1,Shell_V12-Shell_V12-5294566.json,1.0,1.0,1.0,1.0
M_W-Wide-Flange-W310X60-W310X60-207325,Metallbaustoffe,IfcBeam,Precise,Element,Duplex,Developed Design,English,1,M_W-Wide-Flange-W310X60-W310X60-207325.json,1.0,1.0,1.0,1.0
Basic-Wall-WAN_TWÄ_MW_150-KS-10152070,Mauersteine,IfcWallStandardCase,Precise,Element,zwhatt32,Developed Design,German,2,Basic-Wall-WAN_TWÄ_MW_150-KS-10152070.json,0.6666666666666666,1.0,0.8,0.7142857142857143
Basic-Wall-WAN_ASW_DÄ-BET_300-5102504_L1,Beton,IfcWallStandardCase,Precise,Target Layer,zwhatt32,Developed Design,German,2,Basic-Wall-WAN_ASW_DÄ-BET_300-5102504_L1.json,1.0,1.0,1.0,1.0
Basic-Wall-Purenit-Fusspunkt-6169888,Wärmedämmstoffe,IfcWall,Precise,Element,HiLo,Technical Design,German,2,Basic-Wall-Purenit-Fusspunkt-6169888.json,1.0,1.0,1.0,1.0
M_Skylight-1180-x-1170mm-1180-x-1170mm-185337,"Fenster, Sonnenschutz, Fassadenplatten",IfcWindow,Ambiguous,Element,Duplex,Developed Design,English,4,M_Skylight-1180-x-1170mm-1180-x-1170mm-185337.json,0.3636363636363636,1.0,0.5333333333333333,0.4166666666666667
Fertigteil-TT-Platte---Ausklinkung-beidseitig---ohne-Fase---asymmetrisch-2750-x-680-3647246,Beton,IfcBeam,Precise,Element,zwhatt31,Concept Design,German,2,Fertigteil-TT-Platte---Ausklinkung-beidseitig---ohne-Fase---asymmetrisch-2750-x-680-3647246.json,1.0,1.0,1.0,1.0
Basic-Wall-Exterior---Brick-on-Block-138062_L3,Wärmedämmstoffe,IfcWallStandardCase,Ambiguous,Target Layer,Duplex,Developed Design,English,13,Basic-Wall-Exterior---Brick-on-Block-138062_L3.json,1.0,0.3846153846153846,0.5555555555555556,0.7575757575757576
Dämmung2-Dämmung-21751352,Wärmedämmstoffe,IfcSlab,Ambiguous,Element,zwhatt_xrite,Concept Design,German,26,Dämmung2-Dämmung-21751352.json,1.0,0.9615384615384616,0.9803921568627452,0.992063492063492
Floor-Finish-Floor---Ceramic-Tile-169772_L1,"Mineralische Platten, Schüttungen, Steine und Ziegel",IfcSlab,Precise,Target Layer,Duplex,Developed Design,English,1,Floor-Finish-Floor---Ceramic-Tile-169772_L1.json,1.0,1.0,1.0,1.0
Basic-Wall-WAN_ASW_MW_225-7610934,Mauersteine,IfcWallStandardCase,Ambiguous,Element,zwhatt32,Developed Design,German,3,Basic-Wall-WAN_ASW_MW_225-7610934.json,1.0,1.0,1.0,1.0
Stufen-Dach5-Stufen-Dach-13656116,Beton,IfcStair,Precise,Element,zwhatt41,Technical Design,German,2,Stufen-Dach5-Stufen-Dach-13656116.json,1.0,1.0,1.0,1.0
1OG-Tür-1-1,Türen,IfcDoor,Ambiguous,Element,KIT_SmileyWest,Concept Design,German,7,1OG-Tür-1-1.json,1.0,0.2857142857142857,0.4444444444444444,0.6666666666666666
Systemelement-Dämmelement-1123941,Wärmedämmstoffe,IfcPlate,Ambiguous,Element,HiLo,Technical Design,German,10,Systemelement-Dämmelement-1123941.json,0.6666666666666666,0.8,0.7272727272727273,0.6896551724137931
Rebar-Bar-12-B500C-T---Shape-A-2111867,Metallbaustoffe,IfcReinforcingBar,Precise,Element,LTU,Technical Design,English,2,Rebar-Bar-12-B500C-T---Shape-A-2111867.json,1.0,1.0,1.0,1.0
Railing-GEL_STA_40x40-3STK-handlauf-unterbrochen-8881489,Metallbaustoffe,IfcRailing,Precise,Element,zwhatt32,Developed Design,German,1,Railing-GEL_STA_40x40-3STK-handlauf-unterbrochen-8881489.json,0.1428571428571428,1.0,0.25,0.1724137931034483
Basic-Wall-Technikschnittstelle-6225020,"Mineralische Platten, Schüttungen, Steine und Ziegel",IfcWall,Precise,Element,HiLo,Technical Design,German,2,Basic-Wall-Technikschnittstelle-6225020.json,1.0,1.0,1.0,1.0
Basic-Wall-Party-Wall---CMU-Residential-Unit-Dimising-Wall-139234_L4,Mauersteine,IfcWallStandardCase,True Negative,Target Layer,Duplex,Developed Design,English,0,Basic-Wall-Party-Wall---CMU-Residential-Unit-Dimising-Wall-139234_L4.json,1.0,1.0,1.0,1.0
Floor-Finish-Floor---Ceramic-Tile-169772_L2,Mörtel und Putze,IfcSlab,Ambiguous,Target Layer,Duplex,Developed Design,English,3,Floor-Finish-Floor---Ceramic-Tile-169772_L2.json,1.0,1.0,1.0,1.0
Fire-Protection_Beam-3-sides-200x190-1171719,Wärmedämmstoffe,IfcBuildingElementProxy,Precise,Element,LTU,Technical Design,English,2,Fire-Protection_Beam-3-sides-200x190-1171719.json,1.0,1.0,1.0,1.0
Fassade---FE-1-flg-FEN_STA_50-x-60-Kippelement-8879976,"Fenster, Sonnenschutz, Fassadenplatten",IfcWindow,Ambiguous,Element,zwhatt32,Developed Design,German,5,Fassade---FE-1-flg-FEN_STA_50-x-60-Kippelement-8879976.json,1.0,1.0,1.0,1.0
HEB-Stütze-mit-Kammerbeton-STZ_HEB-KAM_STA_650-x-300-2816822,Metallbaustoffe,IfcColumn,Precise,Element,zwhatt32,Developed Design,German,1,HEB-Stütze-mit-Kammerbeton-STZ_HEB-KAM_STA_650-x-300-2816822.json,1.0,1.0,1.0,1.0
Floor-Bodenaufbau-12-beton---5-aufbau-2462797_L1,Bodenbeläge,IfcSlab,True Negative,Target Layer,zwhatt31,Concept Design,German,0,Floor-Bodenaufbau-12-beton---5-aufbau-2462797_L1.json,0.0,0.0,0.0,0.0
